model,data,partitions,rep_idx,time,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
synthpop,dm,1,5,8.308830261230469,0.05666021053656496,0.9197180017444526,0.020251617866677563,3.0545239704423035,0.004201680672268893,-0.08040912793742083,-0.041432251583797985,0.15555555555555556,-0.013333333333333336,0.45714285714285713,0.5123529411764706
synthpop,dm,1,0,9.538382291793823,0.0634197287430193,0.12377038522719594,0.02321911267910097,2.9596504425008017,-0.00903694811257838,-0.08418444016522228,-0.06573090528169256,0.1688888888888889,-0.013333333333333336,0.42857142857142855,0.43272727272727274
synthpop,dm,1,2,9.373334169387817,0.04604327176012982,0.356198792073902,0.03213393649166231,2.9546230465437406,0.0,-0.10228147266155826,-0.05305701854871542,0.14222222222222222,-0.04000000000000001,0.45714285714285713,0.45588235294117646
synthpop,dm,1,1,9.366342782974243,0.03643807977863765,0.10767249220431833,0.020628135958512362,3.023751716071011,0.0028011204481792618,-0.09342485405557902,-0.03102868910616935,0.16,-0.013333333333333336,0.45714285714285713,0.49071678321678325
synthpop,dm,1,4,9.375128269195557,0.06819405460899353,0.2834661628864034,0.019692713227157686,2.987164660209285,0.0007002801120448154,-0.053303290629373806,-0.04646362693469219,0.09777777777777778,-0.048888888888888885,0.5571428571428572,0.488436400201106
synthpop,dm,1,3,8.80003046989441,0.029422572118602084,0.558591234723878,0.023949867369451466,3.1059717077269706,-0.0014005602240896309,-0.05635111342562826,-0.03939739139350518,0.13777777777777778,-0.01777777777777778,0.4714285714285714,0.47435897435897434
synthpop,dm,1,6,7.3405303955078125,0.055340376120287305,0.7859468664504736,0.017717140842552763,3.0173929641813113,-0.013305322128851493,-0.07126106816487038,-0.025217948368746357,0.16444444444444445,0.0,0.45714285714285713,0.46794871794871795
synthpop,dm,1,7,8.495421409606934,0.025424215176622706,0.10348447730099808,0.01910874845017269,2.91742331910247,-0.006302521008403339,-0.07546760952621409,-0.030126275740558206,0.16,-0.00888888888888889,0.6142857142857143,0.5526031991744066
synthpop,dm,1,8,8.724985599517822,0.03662427721698076,0.19563642484781954,0.018101518938372092,2.877781088992778,0.0007002801120448154,-0.10868496781762443,-0.06540438030212738,0.19555555555555557,0.026666666666666672,0.5857142857142856,0.5266666666666666
synthpop,dm,1,9,7.9898295402526855,0.05264894445545716,0.3145812394069101,0.030527227454622795,3.0550912270337434,0.0007002801120448154,-0.053610258537846234,-0.024016704492592078,0.1511111111111111,-0.004444444444444445,0.38571428571428573,0.3716511429746724
synthpop,dm,2,0,17.417515754699707,0.1186866195215263,0.32467565499070383,0.026109470491917367,3.8319164723899526,-0.1515272775776978,-0.2742171924376472,-0.1986894939990527,0.1288888888888889,-0.031111111111111117,0.5428571428571428,0.5042282554047259
synthpop,dm,2,1,18.203454732894897,0.03517795767432912,0.29031737969502924,0.031126412204359695,3.7864218739191786,-0.03724823262638388,-0.2494518203479443,-0.22052998928406412,0.17777777777777778,0.00888888888888889,0.42857142857142855,0.5441958041958042
synthpop,dm,2,2,16.57358479499817,0.14100131955351958,0.42132746316381775,0.02922262383724322,3.9683214210431785,0.004201680672268893,-0.083567224595963,-0.05250258240032951,0.18222222222222223,0.022222222222222227,0.5,0.5289321789321789
synthpop,dm,2,3,17.45863962173462,0.10588719039795412,0.684040253147053,0.044957945570999004,3.6732152845628185,-0.0028011204481792618,-0.10381716201561314,-0.0876418682598405,0.14666666666666667,-0.04000000000000001,0.4428571428571429,0.5038228438228438
synthpop,dm,2,4,17.112634658813477,0.02836750340972226,0.39064821635084235,0.03134908170513413,3.749719032613596,-0.06649326397225552,-0.18750902278870227,-0.1711094240881459,0.18222222222222223,0.004444444444444445,0.48571428571428577,0.526486013986014
synthpop,dm,2,7,17.6334228515625,0.2565811019736781,0.17562663464832415,0.03835122391656304,3.868443317571234,0.0028011204481792618,-0.1065213303540167,-0.09125130149832475,0.18666666666666668,0.00888888888888889,0.41428571428571426,0.5678354978354979
synthpop,dm,2,5,18.455436944961548,0.2062791027852653,0.1652943843157821,0.022990216706672558,3.814091067662304,-0.008403361344537785,-0.10629899434800197,-0.05775607207060768,0.12444444444444444,-0.01777777777777778,0.48571428571428565,0.5596459096459097
synthpop,dm,2,6,17.683169841766357,0.130534232542663,0.31827920186498654,0.03215389251520365,4.104574320726588,0.0014005602240896309,-0.09235171385792093,-0.04236849696281275,0.16,-0.013333333333333336,0.4571428571428572,0.5841880341880342
synthpop,dm,2,8,18.444600582122803,0.12303926459565398,0.6353628187210069,0.028063800162892647,3.8273994713122286,-0.026610644257702987,-0.14842239493345769,-0.09505451117394581,0.19111111111111112,0.0,0.48571428571428565,0.5049430961195667
synthpop,dm,3,1,17.03104281425476,0.22731856531247166,0.581920015604442,0.037570118603886864,4.3938864929101,0.0007002801120448154,-0.08413985222874426,-0.08538595994958421,0.11555555555555555,-0.026666666666666672,0.6,0.5305867232183022
synthpop,dm,3,0,16.644951105117798,0.10205700205939189,0.2014080665276521,0.032303924695104916,4.3845850889000895,-0.12281579298386025,-0.24171564492336,-0.19217125716426772,0.10666666666666667,-0.039999999999999994,0.4714285714285714,0.4713553113553114
synthpop,dm,2,9,17.5648033618927,0.10324008729584236,0.28272288854749117,0.03183368039916461,3.7539665752826723,-0.156796051754035,-0.26739280594192844,-0.2039030391198904,0.1288888888888889,-0.04000000000000001,0.5,0.5163791763791764
synthpop,dm,3,3,16.44971537590027,0.17607659375739093,0.4669741478482286,0.02996284506695851,4.248714647093839,-0.10757636387888492,-0.23743314756556824,-0.18537243115131877,0.10222222222222223,-0.05333333333333333,0.4999999999999999,0.5098752228163993
synthpop,dm,3,2,17.1795175075531,0.13716181413550851,0.4734815633884359,0.02259855851955043,4.240225819539436,-0.0028011204481792618,-0.07839706918578243,-0.014892393867667802,0.08444444444444445,-0.05333333333333333,0.41428571428571426,0.42547619047619045
synthpop,dm,3,4,16.828484773635864,0.14904103995405646,0.9067848618978365,0.04119188011775619,4.386000219657501,0.004201680672268893,-0.1048053483281969,-0.08266507074039847,0.10222222222222223,-0.05333333333333333,0.5285714285714286,0.5408791208791209
synthpop,dm,3,5,16.716487646102905,0.186467102413787,0.645962956810726,0.05063517743301478,4.150057842065158,0.004201680672268893,-0.12216490415504663,-0.09178829668604382,0.09333333333333334,-0.057777777777777775,0.4428571428571429,0.49970029970029967
synthpop,dm,3,6,16.029878854751587,0.18875952598736873,0.40681119975199115,0.049915934090065756,4.432951966898936,-0.11564625850340138,-0.27731515487598113,-0.13440973914942816,0.14222222222222222,-0.031111111111111117,0.5571428571428572,0.6199197860962566
synthpop,dm,3,7,17.08642578125,0.14974777087966964,0.5933929670617496,0.02858738397509327,4.339400044779028,-0.1677671068427371,-0.2917242382218019,-0.20030964303116205,0.12444444444444444,-0.026666666666666672,0.4714285714285714,0.518974358974359
synthpop,dm,3,8,16.398958683013916,0.26519117638286055,0.37258146600375297,0.024704606409878368,4.2323679372546685,0.004201680672268893,-0.06521825957547756,0.005339047323814822,0.10222222222222223,-0.04444444444444444,0.4,0.4976190476190476
synthpop,dm,3,9,17.593730926513672,0.2117938198043482,0.8603261524141467,0.022869981572579048,4.296969650646231,-0.09700546885420835,-0.2781549076620867,-0.2092032467429955,0.10222222222222223,-0.048888888888888885,0.5,0.5335064935064935
synthpop,dm,4,0,15.249080181121826,0.30263470559296896,0.27557645305370926,0.049336640248457755,4.692627259152572,-0.32369614512471656,-0.29204382935236606,-0.3238661276272916,0.09333333333333334,-0.06666666666666667,0.39999999999999997,0.5026262626262625
synthpop,dm,4,1,16.014286279678345,0.22423193726267748,0.17997923616751918,0.021058721332876045,4.5634888802037965,-0.065092703748166,-0.19119064400923472,-0.16801056370436956,0.04888888888888889,-0.08444444444444443,0.5285714285714287,0.5583150183150184
synthpop,dm,4,2,15.884662389755249,0.05882930755074828,0.2371259916295677,0.025382390493002324,4.464514606760642,-0.28558089902627715,-0.3585016980274933,-0.2722412675363967,0.07111111111111111,-0.048888888888888885,0.5142857142857142,0.5476190476190477
synthpop,dm,4,3,16.51990532875061,0.32129850272624666,0.8600040581473998,0.024703869276542473,4.598694658084692,-0.0007002801120448154,-0.15494531800944028,-0.12350406711166206,0.07111111111111111,-0.048888888888888885,0.42857142857142855,0.48754273504273504
synthpop,dm,4,5,16.42987632751465,0.133543418432185,0.3833626167251296,0.043757951473199906,4.371950369192749,-0.2480325463518741,-0.4080318544287662,-0.34542019738803986,0.08888888888888889,-0.039999999999999994,0.45714285714285713,0.4976923076923077
synthpop,dm,4,4,16.569237232208252,0.15291647665360422,0.6598491501608421,0.02913572145954784,4.7240982118050745,-0.27907829798586103,-0.39660586767364003,-0.32668647461280964,0.07555555555555556,-0.048888888888888885,0.5142857142857143,0.5072319347319347
synthpop,dm,4,6,15.764744758605957,0.12167306360989345,0.27313689618213355,0.025918990760791398,4.428174955678572,0.0007002801120448154,-0.09501168066944879,0.0211230467131045,0.12,-0.01777777777777778,0.6285714285714287,0.5298756695660721
synthpop,dm,4,7,16.904150009155273,0.15851521481048844,0.06583201114646575,0.033782781607762956,4.4953492669916875,-0.3968587434973989,-0.41756133229258174,-0.399616478400161,0.08444444444444445,-0.07555555555555556,0.48571428571428577,0.48934731934731934
